1307	Colmar-Houssen Airport	Colmar	France	CMR	LFGA	1
1309	Dole-Tavaux Airport	Dole	France	DLE	LFGJ	1
1313	Le Puy-Loudes Airport	Le Puy	France	LPY	LFHP	1
1316	Villefranche-Tarare Airport	Vilefrance	France	XVF	LFHV	1
1317	Moulins-Montbeugny Airport	Moulins	France	XMU	LFHY	1
1320	Metz-Nancy-Lorraine Airport	Metz	France	ETZ	LFJL	1
1321	Bastia-Poretta Airport	Bastia	France	BIA	LFKB	1
1322	Calvi-Sainte-Catherine Airport	Calvi	France	CLY	LFKC	1
1323	Figari Sud-Corse Airport	Figari	France	FSC	LFKF	1
1326	Solenzara (BA 126) Air Base	Solenzara	France	SOZ	LFKS	1
1328	Auxerre-Branches Airport	Auxerre	France	AUF	LFLA	1
1330	Clermont-Ferrand Auvergne Airport	Clermont-Ferrand	France	CFE	LFLC	1
1331	Bourges Airport	Bourges	France	BOU	LFLD	1
1333	Chalon-Champforgeuil Airport	Chalon	France	XCD	LFLH	1
1334	Annemasse Airport	Annemasse	France	QNJ	LFLI	1
1338	Roanne-Renaison Airport	Roanne	France	RNE	LFLO	1
1339	Annecy-Haute-Savoie-Mont Blanc Airport	Annecy	France	NCY	LFLP	1
1342	Valence-Chabeuil Airport	Valence	France	VAF	LFLU	1
1343	Vichy-Charmeil Airport	Vichy	France	VHY	LFLV	1
1344	Aurillac Airport	Aurillac	France	AUR	LFLW	1
1346	Lyon-Bron Airport	Lyon	France	LYN	LFLY	1
1347	Aix-en-Provence (BA 114) Airport	Aix-les-milles	France	QXB	LFMA	1
1349	Cannes-Mandelieu Airport	Cannes	France	CEQ	LFMD	1
1352	Carcassonne Airport	Carcassonne	France	CCF	LFMK	1
1353	Marseille Provence Airport	Marseille	France	MRS	LFML	1
1357	Le Castellet Airport	Le Castellet	France	CTT	LFMQ	1
1361	Avignon-Caumont Airport	Avignon	France	AVN	LFMV	1
1364	Mende-Brenoux Airport	Mende	France	MEN	LFNB	1
1371	Le Havre Octeville Airport	Le Havre	France	LEH	LFOH	1
1375	Rouen Airport	Rouen	France	URO	LFOP	1
1376	Tours-Val-de-Loire Airport	Tours	France	TUF	LFOT	1
1377	Cholet Le Pontreau Airport	Cholet	France	CET	LFOU	1
1378	Laval-Entrammes Airport	Laval	France	LVA	LFOV	1
1380	Paris-Le Bourget Airport	Paris	France	LBG	LFPB	1
1381	Creil Air Base	Creil	France	CSF	LFPC	1
1382	Charles de Gaulle International Airport	Paris	France	CDG	LFPG	1
1385	Toussus-le-Noble Airport	Toussous-le-noble	France	TNF	LFPN	1
1386	Paris-Orly Airport	Paris	France	ORY	LFPO	1
1387	Pontoise - Cormeilles-en-Vexin Airport	Pontoise	France	POX	LFPT	1
1390	Troyes-Barberey Airport	Troyes	France	QYR	LFQB	1
1394	Nevers-Fourchambault Airport	Nevers	France	NVS	LFQG	1
1399	Lille-Lesquin Airport	Lille	France	LIL	LFQQ	1
1403	Brest Bretagne Airport	Brest	France	BES	LFRB	1
1404	Cherbourg-Maupertus Airport	Cherbourg	France	CER	LFRC	1
1405	Dinard-Pleurtuit-Saint-Malo Airport	Dinard	France	DNR	LFRD	1
1407	Granville Airport	Granville	France	GFR	LFRF	1
1408	Deauville-Saint-Gatien Airport	Deauville	France	DOL	LFRG	1
1409	Lorient South Brittany (Bretagne Sud) Airport	Lorient	France	LRT	LFRH	1
1410	La Roche-sur-Yon Airport	La Roche-sur-yon	France	EDM	LFRI	1
1412	Caen-Carpiquet Airport	Caen	France	CFR	LFRK	1
1414	Le Mans-Arnage Airport	Le Mans	France	LME	LFRM	1
1415	Rennes-Saint-Jacques Airport	Rennes	France	RNS	LFRN	1
1417	Quimper-Cornouaille Airport	Quimper	France	UIP	LFRQ	1
1418	Nantes Atlantique Airport	Nantes	France	NTE	LFRS	1
1419	Saint-Brieuc-Armor Airport	St.-brieuc Armor	France	SBK	LFRT	1
1420	Morlaix-Ploujean Airport	Morlaix	France	MXN	LFRU	1
1421	Vannes-Meucon Airport	Vannes	France	VNE	LFRV	1
1422	Saint-Nazaire-Montoir Airport	St.-nazaire	France	SNR	LFRZ	1
1423	EuroAirport Basel-Mulhouse-Freiburg Airport	Mulhouse	France	BSL	LFSB	1
1425	Dijon-Bourgogne Airport	Dijon	France	DIJ	LFSD	1
1426	Metz-Frescaty (BA 128) Air Base	Metz	France	MZM	LFSF	1
1431	Nancy-Essey Airport	Nancy	France	ENC	LFSN	1
1434	Reims-Champagne (BA 112) Air Base	Reims	France	RHE	LFSR	1
1435	Strasbourg Airport	Strasbourg	France	SXB	LFST	1
1440	Miquelon Airport	Miquelon	Saint Pierre and Miquelon	MQC	LFVM	-3
1441	St Pierre Airport	St.-pierre	Saint Pierre and Miquelon	FSP	LFVP	-3
1444	Andravida Air Base	Andravida	Greece	PYR	LGAD	2
1445	Agrinion Air Base	Agrinion	Greece	AGQ	LGAG	2
1446	Dimokritos Airport	Alexandroupolis	Greece	AXD	LGAL	2
1448	Nea Anchialos Airport	Nea Anghialos	Greece	VOL	LGBL	2
1450	Chios Island National Airport	Chios	Greece	JKH	LGHI	2
1451	Ioannina Airport	Ioannina	Greece	IOA	LGIO	2
1452	Heraklion International Nikos Kazantzakis Airport	Heraklion	Greece	HER	LGIR	2
1453	Kastoria National Airport	Kastoria	Greece	KSO	LGKA	2
1454	Kithira Airport	Kithira	Greece	KIT	LGKC	2
1455	Kefallinia Airport	Keffallinia	Greece	EFL	LGKF	2
1456	Kalamata Airport	Kalamata	Greece	KLX	LGKL	2
1458	Kos Airport	Kos	Greece	KGS	LGKO	2
1459	Karpathos Airport	Karpathos	Greece	AOK	LGKP	2
1460	Ioannis Kapodistrias International Airport	Kerkyra/corfu	Greece	CFU	LGKR	2
1461	Kasos Airport	Kasos	Greece	KSJ	LGKS	2
1462	Alexander the Great International Airport	Kavala	Greece	KVA	LGKV	2
1463	Filippos Airport	Kozani	Greece	KZI	LGKZ	2
1464	Leros Airport	Leros	Greece	LRS	LGLE	2
1465	Limnos Airport	Limnos	Greece	LXS	LGLM	2
1466	Larisa Airport	Larissa	Greece	LRA	LGLR	2
1468	Mikonos Airport	Mykonos	Greece	JMK	LGMK	2
1469	Mytilene International Airport	Mytilini	Greece	MJT	LGMT	2
1470	Aktion National Airport	Preveza	Greece	PVK	LGPZ	2
1472	Diagoras Airport	Rhodos	Greece	RHO	LGRP	2
1473	Araxos Airport	Patras	Greece	GPA	LGRX	2
1474	Chania International Airport	Chania	Greece	CHQ	LGSA	2
1475	Skiathos Island National Airport	Skiathos	Greece	JSI	LGSK	2
1476	Samos Airport	Samos	Greece	SMI	LGSM	2
1479	Santorini Airport	Thira	Greece	JTR	LGSR	2
1480	Sitia Airport	Sitia	Greece	JSH	LGST	2
1482	Skiros Airport	Skiros	Greece	SKU	LGSY	2
1486	Thessaloniki Macedonia International Airport	Thessaloniki	Greece	SKG	LGTS	2
1488	Dionysios Solomos Airport	Zakynthos	Greece	ZTH	LGZA	2
1489	Budapest Ferenc Liszt International Airport	Budapest	Hungary	BUD	LHBP	1
1490	Debrecen International Airport	Debrecen	Hungary	DEB	LHDC	1
1500	Crotone Airport	Crotone	Italy	CRV	LIBC	1
1502	"Foggia \Gino Lisa\"" Airport"""	Foggia	Italy	FOG	LIBF	1
1503	"Taranto-Grottaglie \Marcello Arlotta\"" Airport"""	Grottaglie	Italy	TAR	LIBG	1
1504	Lecce Galatina Air Base	Lecce	Italy	LCC	LIBN	1
1505	Pescara International Airport	Pescara	Italy	PSR	LIBP	1
1508	Lamezia Terme Airport	Lamezia	Italy	SUF	LICA	1
1509	Catania-Fontanarossa Airport	Catania	Italy	CTA	LICC	1
1510	Lampedusa Airport	Lampedusa	Italy	LMP	LICD	1
1511	Pantelleria Airport	Pantelleria	Italy	PNL	LICG	1
1514	Reggio Calabria Airport	Reggio Calabria	Italy	REG	LICR	1
1515	Vincenzo Florio Airport Trapani-Birgi	Trapani	Italy	TPS	LICT	1
1516	Sigonella Navy Air Base	Sigonella	Italy	NSY	LICZ	1
1517	Alghero-Fertilia Airport	Alghero	Italy	AHO	LIEA	1
1518	Decimomannu Air Base	Decimomannu	Italy	DCI	LIED	1
1519	Cagliari Elmas Airport	Cagliari	Italy	CAG	LIEE	1
1520	Olbia Costa Smeralda Airport	Olbia	Italy	OLB	LIEO	1
1524	Malpensa International Airport	Milano	Italy	MXP	LIMC	1
1525	Il Caravaggio International Airport	Bergamo	Italy	BGY	LIME	1
1526	Turin Airport	Torino	Italy	TRN	LIMF	1
1527	Villanova D'Albenga International Airport	Albenga	Italy	ALL	LIMG	1
1528	Genoa Cristoforo Colombo Airport	Genoa	Italy	GOA	LIMJ	1
1529	Milano Linate Airport	Milan	Italy	LIN	LIML	1
1531	Parma Airport	Parma	Italy	PMF	LIMP	1
1532	Piacenza San Damiano Air Base	Piacenza	Italy	QPZ	LIMS	1
1534	Cuneo International Airport	Cuneo	Italy	CUF	LIMZ	1
1535	Aviano Air Base	Aviano	Italy	AVB	LIPA	1
1536	Bolzano Airport	Bolzano	Italy	BZO	LIPB	1
1538	Bologna Guglielmo Marconi Airport	Bologna	Italy	BLQ	LIPE	1
1539	Treviso-Sant'Angelo Airport	Treviso	Italy	TSF	LIPH	1
1544	Brescia Airport	Brescia	Italy	VBS	LIPO	1
1546	Federico Fellini International Airport	Rimini	Italy	RMI	LIPR	1
1548	Vicenza Airport	Vicenza	Italy	VIC	LIPT	1
1549	Padova Airport	Padova	Italy	QPA	LIPU	1
1550	Verona Villafranca Airport	Villafranca	Italy	VRN	LIPX	1
1551	Venice Marco Polo Airport	Venice	Italy	VCE	LIPZ	1
1552	Siena-Ampugnano Airport	Siena	Italy	SAY	LIQS	1
1558	Marina Di Campo Airport	Marina Di Campo	Italy	EBA	LIRJ	1
1559	Latina Air Base	Latina	Italy	QLT	LIRL	1
1561	Naples International Airport	Naples	Italy	NAP	LIRN	1
1562	Pisa International Airport	Pisa	Italy	PSA	LIRP	1
1563	Peretola Airport	Florence	Italy	FLR	LIRQ	1
1564	Grosseto Air Base	Grosseto	Italy	GRS	LIRS	1
1570	Maribor Airport	Maribor	Slovenia	MBX	LJMB	1
1571	Portoroz Airport	Portoroz	Slovenia	POW	LJPZ	1
1579	Karlovy Vary International Airport	Karlovy Vary	Czech Republic	KLV	LKKV	1
1584	Pardubice Airport	Pardubice	Czech Republic	PED	LKPD	1
1590	Ben Gurion International Airport	Tel-aviv	Israel	TLV	LLBG	2
1591	Beersheba (Teyman) Airport	Beer-sheba	Israel	BEV	LLBS	2
1594	Eilat Airport	Elat	Israel	ETH	LLET	2
1596	Haifa International Airport	Haifa	Israel	HFA	LLHA	2
1602	Ovda International Airport	Ovda	Israel	VDA	LLOV	2
1605	Sde Dov Airport	Tel-aviv	Israel	SDV	LLSD	2
1606	Malta International Airport	Malta	Malta	MLA	LMML	1
1609	Graz Airport	Graz	Austria	GRZ	LOWG	1
1610	Innsbruck Airport	Innsbruck	Austria	INN	LOWI	1
1612	Salzburg Airport	Salzburg	Austria	SZG	LOWS	1
1613	Vienna International Airport	Vienna	Austria	VIE	LOWW	1
1617	Santa Maria Airport	Santa Maria (island)	Portugal	SMA	LPAZ	-1
1625	Flores Airport	Flores	Portugal	FLW	LPFL	-1
1626	Faro Airport	Faro	Portugal	FAO	LPFR	0
1627	Graciosa Airport	Graciosa Island	Portugal	GRW	LPGR	-1
1628	Horta Airport	Horta	Portugal	HOR	LPHR	-1
1629	Lajes Field	Lajes (terceira Island)	Portugal	TER	LPLA	-1
1634	Pico Airport	Pico	Portugal	PIX	LPPI	-1
1637	Porto Santo Airport	Porto Santo	Portugal	PXO	LPPS	0
1638	Lisbon Portela Airport	Lisbon	Portugal	LIS	LPPT	0
1642	Vila Real Airport	Vila Real	Portugal	VRL	LPVR	0
1645	Mostar International Airport	Mostar	Bosnia and Herzegovina	OMO	LQMO	1
1646	Sarajevo International Airport	Sarajevo	Bosnia and Herzegovina	SJJ	LQSA	1
1647	Arad International Airport	Arad	Romania	ARW	LRAR	2
1649	Tautii Magheraus Airport	Baia Mare	Romania	BAY	LRBM	2
1652	Cluj-Napoca International Airport	Cluj-napoca	Romania	CLJ	LRCL	2
1654	Craiova Airport	Craiova	Romania	CRA	LRCV	2
1656	Oradea International Airport	Oradea	Romania	OMR	LROD	2
1658	Sibiu International Airport	Sibiu	Romania	SBZ	LRSB	2
1659	Satu Mare Airport	Satu Mare	Romania	SUJ	LRSM	2
1660	Suceava Stefan cel Mare Airport	Suceava	Romania	SCV	LRSV	2
1661	Tulcea Airport	Tulcea	Romania	TCE	LRTC	2
1665	Geneva Cointrin International Airport	Geneva	Switzerland	GVA	LSGG	1
1667	Sion Airport	Sion	Switzerland	SIR	LSGS	1
1670	Emmen Air Base	Emmen	Switzerland	EML	LSME	1
1675	Lugano Airport	Lugano	Switzerland	LUG	LSZA	1
1676	Bern Belp Airport	Bern	Switzerland	BRN	LSZB	1
1679	St Gallen Altenrhein Airport	Altenrhein	Switzerland	ACH	LSZR	1
1680	Samedan Airport	Samedan	Switzerland	SMV	LSZS	1
1683	Etimesgut Air Base	Ankara	Turkey	ANK	LTAD	3
1685	Adana Airport	Adana	Turkey	ADA	LTAF	3
1687	Afyon Airport	Afyon	Turkey	AFY	LTAH	3
1688	Antalya International Airport	Antalya	Turkey	AYT	LTAI	3
1689	Gaziantep International Airport	Gaziantep	Turkey	GZT	LTAJ	3
1691	Konya Airport	Konya	Turkey	KYA	LTAN	3
1692	Malatya Tulga Airport	Malatya	Turkey	MLX	LTAO	3
1693	Amasya Merzifon Airport	Merzifon	Turkey	MZH	LTAP	3
1696	Kayseri Erkilet Airport	Kayseri	Turkey	ASR	LTAU	3
1706	Adnan Menderes International Airport	Izmir	Turkey	ADB	LTBJ	3
1715	Dalaman International Airport	Dalaman	Turkey	DLM	LTBS	3
1722	Diyarbakir Airport	Diyabakir	Turkey	DIY	LTCC	3
1723	Erzincan Airport	Erzincan	Turkey	ERC	LTCD	3
1724	Erzurum International Airport	Erzurum	Turkey	ERZ	LTCE	3
1726	Trabzon International Airport	Trabzon	Turkey	TZX	LTCG	3
1728	Van Ferit Melen Airport	Van	Turkey	VAN	LTCI	3
1729	Batman Airport	Batman	Turkey	BAL	LTCJ	3
1734	Balti International Airport	Saltsy	Moldova	BZY	LUBL	2
1736	Ohrid St. Paul the Apostle Airport	Ohrid	Macedonia	OHD	LWOH	1
1737	Skopje Alexander the Great Airport	Skopje	Macedonia	SKP	LWSK	1
1738	Gibraltar Airport	Gibraltar	Gibraltar	GIB	LXGB	1
1739	Belgrade Nikola Tesla Airport	Belgrade	Serbia	BEG	LYBE	1
1740	Nis Airport	Nis	Serbia	INI	LYNI	1
1741	Podgorica Airport	Podgorica	Montenegro	TGD	LYPG	1
1743	Tivat Airport	Tivat	Montenegro	TIV	LYTV	1
1751	Poprad-Tatry Airport	Poprad	Slovakia	TAT	LZTT	1
1753	North Caicos Airport	North Caicos	Turks and Caicos Islands	NCA	MBNC	-4
1754	Providenciales Airport	Providenciales	Turks and Caicos Islands	PLS	MBPV	-4
1755	South Caicos Airport	South Caicos	Turks and Caicos Islands	XSC	MBSC	-4
1756	Arroyo Barril Airport	Samana	Dominican Republic	EPS	MDAB	-4
1757	Maria Montez International Airport	Barahona	Dominican Republic	BRX	MDBH	-4
1759	Casa De Campo International Airport	La Romana	Dominican Republic	LRM	MDLR	-4
1760	Punta Cana International Airport	Punta Cana	Dominican Republic	PUJ	MDPC	-4
1761	Gregorio Luperon International Airport	Puerto Plata	Dominican Republic	POP	MDPP	-4
1764	Cibao International Airport	Santiago	Dominican Republic	STI	MDST	-4
1766	Coban Airport	Coban	Guatemala	CBV	MGCB	-6
1767	La Aurora Airport	Guatemala City	Guatemala	GUA	MGGT	-6
1771	Goloson International Airport	La Ceiba	Honduras	LCE	MHLC	-6
1773	La Laguna Airport	Guanaja	Honduras	GJA	MHNJ	-6
1774	Juan Manuel Galvez International Airport	Roatan	Honduras	RTB	MHRO	-6
1775	Tela Airport	Tela	Honduras	TEA	MHTE	-6
1778	Boscobel Aerodrome	Ocho Rios	Jamaica	OCJ	MKBS	-5
1779	Norman Manley International Airport	Kingston	Jamaica	KIN	MKJP	-5
1780	Sangster International Airport	Montego Bay	Jamaica	MBJ	MKJS	-5
1781	Ken Jones Airport	Port Antonio	Jamaica	POT	MKKJ	-5
1782	Tinson Pen Airport	Kingston	Jamaica	KTP	MKTP	-5
1783	General Juan N Alvarez International Airport	Acapulco	Mexico	ACA	MMAA	-6
1784	Del Norte International Airport	Monterrey	Mexico	NTR	MMAN	-6
1787	General Mariano Matamoros Airport	Cuernavaca	Mexico	CVJ	MMCB	-6
1789	Ciudad del Carmen International Airport	Ciudad Del Carmen	Mexico	CME	MMCE	-6
1792	Bachigualato Federal International Airport	Culiacan	Mexico	CUL	MMCL	-7
1793	Chetumal International Airport	Chetumal	Mexico	CTM	MMCM	-5
1797	General Roberto Fierro Villalobos International Airport	Chihuahua	Mexico	CUU	MMCU	-7
1798	General Pedro Jose Mendez International Airport	Ciudad Victoria	Mexico	CVM	MMCV	-6
1800	Cozumel International Airport	Cozumel	Mexico	CZM	MMCZ	-5
1801	General Guadalupe Victoria International Airport	Durango	Mexico	DGO	MMDO	-6
1802	Amado Nervo National Airport	Tepic	Mexico	TPQ	MMEP	-7
1803	Ensenada Airport	Ensenada	Mexico	ESE	MMES	-8
1804	Don Miguel Hidalgo Y Costilla International Airport	Guadalajara	Mexico	GDL	MMGL	-6
1806	Tehuacan Airport	Tehuacan	Mexico	TCN	MMHC	-6
1807	General Ignacio P. Garcia International Airport	Hermosillo	Mexico	HMO	MMHO	-7
1808	Licenciado Miguel de la Madrid Airport	Colima	Mexico	CLQ	MMIA	-6
1809	Isla Mujeres Airport	Isla Mujeres	Mexico	ISJ	MMIM	-5
1810	Plan De Guadalupe International Airport	Saltillo	Mexico	SLW	MMIO	-6
1814	Valle del Fuerte International Airport	Los Mochis	Mexico	LMM	MMLM	-7
1817	Loreto International Airport	Loreto	Mexico	LTO	MMLT	-7
1818	General Servando Canales International Airport	Matamoros	Mexico	MAM	MMMA	-6
1819	Licenciado Manuel Crescencio Rejon Int Airport	Merida	Mexico	MID	MMMD	-6
1821	General Francisco J. Mujica International Airport	Morelia	Mexico	MLM	MMMM	-6
1823	Monclova International Airport	Monclova	Mexico	LOV	MMMV	-6
1824	Licenciado Benito Juarez International Airport	Mexico City	Mexico	MEX	MMMX	-6
1825	General Mariano Escobedo International Airport	Monterrey	Mexico	MTY	MMMY	-6
1826	General Rafael Buelna International Airport	Mazatlan	Mexico	MZT	MMMZ	-7
1827	Nogales International Airport	Nogales	Mexico	NOG	MMNG	-7
1832	Ingeniero Juan Guillermo Villasana Airport	Pachuca	Mexico	PCA	MMPC	-6
1834	Piedras Negras International Airport	Piedras Negras	Mexico	PDS	MMPG	-6
1835	Licenciado y General Ignacio Lopez Rayon Airport	Uruapan	Mexico	UPN	MMPN	-6
1837	Puerto Escondido International Airport	Puerto Escondido	Mexico	PXM	MMPS	-6
1839	General Lucio Blanco International Airport	Reynosa	Mexico	REX	MMRX	-6
1840	Los Cabos International Airport	San Jose Del Cabo	Mexico	SJD	MMSD	-7
1841	San Felipe International Airport	San Filipe	Mexico	SFH	MMSF	-8
1842	Ponciano Arriaga International Airport	San Luis Potosi	Mexico	SLP	MMSP	-6
1843	Tlaxcala Airport	Tlaxcala	Mexico	TXA	MMTA	-6
1845	Francisco Sarabia International Airport	Torreon	Mexico	TRC	MMTC	-6
1846	Angel Albino Corzo International Airport	Tuxtla Gutierrez	Mexico	TGZ	MMTG	-6
1848	General Francisco Javier Mina International Airport	Tampico	Mexico	TAM	MMTM	-6
1849	Tamuin Airport	Tamuin	Mexico	TSL	MMTN	-6
1850	Licenciado Adolfo Lopez Mateos International Airport	Toluca	Mexico	TLC	MMTO	-6
1851	Tapachula International Airport	Tapachula	Mexico	TAP	MMTP	-6
1854	General Heriberto Jara International Airport	Vera Cruz	Mexico	VER	MMVR	-6
1855	General Leobardo C. Ruiz International Airport	Zacatecas	Mexico	ZCL	MMZC	-6
1856	Ixtapa Zihuatanejo International Airport	Zihuatanejo	Mexico	ZIH	MMZH	-6
1857	Zamora Airport	Zamora	Mexico	ZMM	MMZM	-6
1858	Playa De Oro International Airport	Manzanillo	Mexico	ZLO	MMZO	-6
1860	Bluefields Airport	Bluefields	Nicaragua	BEF	MNBL	-6
1863	Augusto C. Sandino (Managua) International Airport	Managua	Nicaragua	MGA	MNMG	-6
1864	Puerto Cabezas Airport	Puerto Cabezas	Nicaragua	PUZ	MNPC	-6
1865	Bocas Del Toro International Airport	Bocas Del Toro	Panama	BOC	MPBO	-5
1867	Enrique Malek International Airport	David	Panama	DAV	MPDA	-5
1868	Panama Pacific International Airport	Howard	Panama	BLB	MPHO	-5
1869	Marcos A. Gelabert International Airport	Panama	Panama	PAC	MPMG	-5
1871	Tocumen International Airport	Panama City	Panama	PTY	MPTO	-5
1874	Coto 47 Airport	Coto 47	Costa Rica	OTR	MRCC	-6
1879	Golfito Airport	Golfito	Costa Rica	GLF	MRGF	-6
1881	Daniel Oduber Quiros International Airport	Liberia	Costa Rica	LIR	MRLB	-6
1883	Limon International Airport	Limon	Costa Rica	LIO	MRLM	-6
1884	Nosara Airport	Nosara Beach	Costa Rica	NOB	MRNS	-6
1885	Juan Santamaria International Airport	San Jose	Costa Rica	SJO	MROC	-6
1887	Palmar Sur Airport	Palmar Sur	Costa Rica	PMZ	MRPM	-6
1889	Quepos Managua Airport	Quepos	Costa Rica	XQP	MRQP	-6
1892	El Salvador International Airport	San Salvador	El Salvador	SAL	MSLP	-6
1895	Cap Haitien International Airport	Cap Haitien	Haiti	CAP	MTCH	-5
1897	Toussaint Louverture International Airport	Port-au-prince	Haiti	PAP	MTPP	-5
1898	Gustavo Rizo Airport	Baracoa Playa	Cuba	BCA	MUBA	-5
1899	Carlos Manuel de Cespedes Airport	Bayamo	Cuba	BYM	MUBY	-5
1900	Maximo Gomez Airport	Ciego De Avila	Cuba	AVI	MUCA	-5
1901	Jardines Del Rey Airport	Cunagua	Cuba	CCC	MUCC	-5
1902	Jaime Gonzalez Airport	Cienfuegos	Cuba	CFG	MUCF	-5
1904	Ignacio Agramonte International Airport	Camaguey	Cuba	CMW	MUCM	-5
1905	Antonio Maceo International Airport	Santiago De Cuba	Cuba	SCU	MUCU	-5
1908	Mariana Grajales Airport	Guantanamo	Cuba	GAO	MUGT	-5
1910	Frank Pais International Airport	Holguin	Cuba	HOG	MUHG	-5
1911	La Coloma Airport	La Coloma	Cuba	LCL	MULM	-5
1912	Orestes Acosta Airport	Moa	Cuba	MOA	MUMO	-5
1913	Sierra Maestra Airport	Manzanillo	Cuba	MZO	MUMZ	-5
1914	Rafael Cabrera Airport	Nueva Gerona	Cuba	GER	MUNG	-5
1915	Playa Baracoa Airport	Baracoa Playa	Cuba	UPB	MUPB	-5
1918	Abel Santamaria Airport	Santa Clara	Cuba	SNU	MUSC	-5
1923	Juan Gualberto Gomez International Airport	Varadero	Cuba	VRA	MUVR	-5
1924	Hermanos Ameijeiras Airport	Las Tunas	Cuba	VTU	MUVT	-5
1925	Gerrard Smith International Airport	Cayman Brac	Cayman Islands	CYB	MWCB	-5
1926	Owen Roberts International Airport	Georgetown	Cayman Islands	GCM	MWCR	-5
1928	Andros Town Airport	Andros Town	Bahamas	ASD	MYAF	-5
1930	Marsh Harbour International Airport	Marsh Harbor	Bahamas	MHH	MYAM	-5
1931	San Andros Airport	San Andros	Bahamas	SAQ	MYAN	-5
1932	Spring Point Airport	Spring Point	Bahamas	AXP	MYAP	-5
1934	Treasure Cay Airport	Treasure Cay	Bahamas	TCB	MYAT	-5
1935	Chub Cay Airport	Chub Cay	Bahamas	CCZ	MYBC	-5
1937	South Bimini Airport	Alice Town	Bahamas	BIM	MYBS	-5
1941	Exuma International Airport	Great Exuma	Bahamas	GGT	MYEF	-5
1943	North Eleuthera Airport	North Eleuthera	Bahamas	ELH	MYEH	-5
1944	Governor's Harbour Airport	Governor's Harbor	Bahamas	GHB	MYEM	-5
1946	Rock Sound Airport	Rock Sound	Bahamas	RSD	MYER	-5
1948	Grand Bahama International Airport	Freeport	Bahamas	FPO	MYGF	-5
1949	Inagua Airport	Matthew Town	Bahamas	IGA	MYIG	-5
1950	Deadman's Cay Airport	Dead Man's Cay	Bahamas	LGI	MYLD	-5
1951	Stella Maris Airport	Stella Maris	Bahamas	SML	MYLS	-5
1952	Mayaguana Airport	Mayaguana	Bahamas	MYG	MYMM	-5
1953	Lynden Pindling International Airport	Nassau	Bahamas	NAS	MYNN	-5
1956	San Salvador Airport	Cockburn Town	Bahamas	ZSA	MYSM	-5
1957	Philip S. W. Goldson International Airport	Belize City	Belize	BZE	MZBZ	-6
1958	Aitutaki Airport	Aitutaki	Cook Islands	AIT	NCAI	-10
1959	Rarotonga International Airport	Avarua	Cook Islands	RAR	NCRG	-10
1960	Nadi International Airport	Nandi	Fiji	NAN	NFFN	12
1961	Nausori International Airport	Nausori	Fiji	SUV	NFNA	12
1963	Fua'amotu International Airport	Tongatapu	Tonga	TBU	NFTF	13
1964	Vava'u International Airport	Vava'u	Tonga	VAV	NFTV	13
1965	Bonriki International Airport	Tarawa	Kiribati	TRW	NGTA	12
1966	Tabiteuea North Airport	Tabiteuea North	Kiribati	TBF	NGTE	12
1968	Hihifo Airport	Wallis	Wallis and Futuna	WLS	NLWW	12
1969	Faleolo International Airport	Faleolo	Samoa	APW	NSFA	13
1970	Pago Pago International Airport	Pago Pago	American Samoa	PPG	NSTU	-11
1971	Rurutu Airport	Rurutu	French Polynesia	RUR	NTAR	-10
1972	Tubuai Airport	Tubuai	French Polynesia	TUB	NTAT	-10
1973	Anaa Airport	Anaa	French Polynesia	AAA	NTGA	-10
1975	Tikehau Airport	Tikehau	French Polynesia	TIH	NTGC	-10
1976	Reao Airport	Reao	French Polynesia	REA	NTGE	-10
1977	Fakarava Airport	Fakarava	French Polynesia	FAV	NTGF	-10
1978	Manihi Airport	Manihi	French Polynesia	XMH	NTGI	-10
1979	Totegegie Airport	Totegegie	French Polynesia	GMR	NTGJ	-9
1980	Kaukura Airport	Kaukura Atoll	French Polynesia	KKR	NTGK	-10
1981	Makemo Airport	Makemo	French Polynesia	MKP	NTGM	-10
1982	Puka Puka Airport	Puka Puka	French Polynesia	PKP	NTGP	-10
1983	Takapoto Airport	Takapoto	French Polynesia	TKP	NTGT	-10
1984	Arutua Airport	Arutua	French Polynesia	AXR	NTGU	-10
1985	Mataiva Airport	Mataiva	French Polynesia	MVT	NTGV	-10
1986	Takaroa Airport	Takaroa	French Polynesia	TKX	NTKR	-10
1987	Nuku Hiva Airport	Nuku Hiva	French Polynesia	NHV	NTMD	-9.5
1989	Bora Bora Airport	Bora Bora	French Polynesia	BOB	NTTB	-10
1990	Rangiroa Airport	Rangiroa	French Polynesia	RGI	NTTG	-10
1991	Huahine-Fare Airport	Huahine Island	French Polynesia	HUH	NTTH	-10
1992	Moorea Airport	Moorea	French Polynesia	MOZ	NTTM	-10
1993	Hao Airport	Hao Island	French Polynesia	HOI	NTTO	-10
1994	Maupiti Airport	Maupiti	French Polynesia	MAU	NTTP	-10
1995	Raiatea Airport	Raiatea Island	French Polynesia	RFP	NTTR	-10
1997	Bauerfield International Airport	Port-vila	Vanuatu	VLI	NVVV	11
1999	Koumac Airport	Koumac	New Caledonia	KOC	NWWK	11
2000	Lifou Airport	Lifou	New Caledonia	LIF	NWWL	11
2003	Touho Airport	Touho	New Caledonia	TOU	NWWU	11
2005	La Tontouta International Airport	Noumea	New Caledonia	NOU	NWWW	11
2006	Auckland International Airport	Auckland	New Zealand	AKL	NZAA	12
